date,temp,pressure,altitude,sealevel_pressure
2015-06-25 15:36:40.337392,29.4,101622,-24.365098755882816,101622.0
2015-06-25 15:37:40.453447,29.4,101623,-24.19897702031352,101626.0
2015-06-25 15:38:40.569589,29.4,101618,-24.614276395508725,101619.0
2015-06-25 15:39:40.685682,29.4,101618,-24.19897702031352,101616.0
2015-06-25 15:40:40.801796,29.4,101607,-24.697334285103796,101616.0
2015-06-25 15:41:40.917858,29.4,101619,-24.614276395508725,101615.0
2015-06-25 15:42:41.033924,29.4,101618,-24.1159151597498,101613.0
2015-06-25 15:43:41.125116,29.4,101618,-24.448158630908075,101608.0
2015-06-25 15:44:41.241182,29.4,101612,-23.534463602789153,101619.0
2015-06-25 15:45:41.357296,29.4,101616,-23.866725606794684,101618.0
2015-06-25 15:46:41.473351,29.4,101612,-24.448158630908075,101621.0
2015-06-25 15:47:41.589546,29.4,101615,-25.36177357851329,101622.0
2015-06-25 15:48:41.705672,29.4,101622,-24.448158630908075,101616.0
2015-06-25 15:49:41.821819,29.4,101613,-23.866725606794684,101613.0
2015-06-25 15:50:41.937903,29.4,101608,-24.448158630908075,101607.0
2015-06-25 15:51:42.054356,29.4,101612,-24.19897702031352,101612.0
2015-06-25 15:52:42.125116,29.4,101624,-23.949789453005145,101613.0
2015-06-25 15:53:42.241194,29.4,101615,-24.365098755882816,101619.0
2015-06-25 15:54:42.357231,29.4,101612,-24.19897702031352,101615.0
2015-06-25 15:55:42.473291,29.5,101618,-24.1159151597498,101615.0
2015-06-25 15:56:42.589352,29.5,101618,-24.19897702031352,101615.0
2015-06-25 15:57:42.705452,29.5,101617,-24.1159151597498,101615.0
2015-06-25 15:58:42.809120,29.5,101616,-23.949789453005145,101618.0
2015-06-25 15:59:42.881110,29.5,101615,-24.697334285103796,101607.0
2015-06-25 16:00:42.997157,29.5,101621,-24.448158630908075,101618.0
2015-06-25 16:01:43.113227,29.5,101621,-24.8634480789425,101624.0
2015-06-25 16:02:43.229339,29.5,101619,-24.697334285103796,101622.0
2015-06-25 16:03:43.345397,29.5,101618,-24.365098755882816,101617.0
2015-06-25 16:04:43.461530,29.5,101622,-24.946503983215663,101627.0
2015-06-25 16:05:43.577635,29.5,101628,-24.946503983215663,101625.0
2015-06-25 16:06:43.693773,29.5,101625,-24.448158630908075,101624.0
2015-06-25 16:07:43.809127,29.5,101630,-25.610927395290116,101639.0
2015-06-25 16:08:43.925161,29.5,101631,-25.44482551244777,101633.0
2015-06-25 16:09:44.041246,29.5,101625,-25.860075257144587,101636.0
2015-06-25 16:10:44.125152,29.5,101639,-25.860075257144587,101633.0
2015-06-25 16:11:44.241299,29.5,101633,-25.36177357851329,101634.0
2015-06-25 16:12:44.357282,29.5,101630,-24.697334285103796,101631.0
2015-06-25 16:13:44.473438,29.5,101624,-24.946503983215663,101624.0
2015-06-25 16:14:44.589489,29.5,101627,-25.112613806508975,101630.0
2015-06-25 16:15:44.705573,29.5,101628,-25.693977344217668,101636.0
2015-06-25 16:16:44.809117,29.5,101636,-25.860075257144587,101633.0
2015-06-25 16:17:44.925182,29.5,101637,-25.860075257144587,101637.0
2015-06-25 16:18:45.041330,29.5,101639,-25.610927395290116,101625.0
2015-06-25 16:19:45.125116,29.5,101634,-26.19226314364006,101636.0
2015-06-25 16:20:45.241194,29.5,101643,-26.441397111922523,101636.0
2015-06-25 16:21:45.357341,29.4,101634,-25.19566772555866,101640.0
2015-06-25 16:22:45.473413,29.5,101634,-25.943123221173487,101633.0
2015-06-25 16:23:45.589518,29.5,101642,-26.19226314364006,101645.0
2015-06-25 16:24:45.705582,29.5,101639,-26.85660716177645,101642.0
2015-06-25 16:25:45.809125,29.5,101646,-26.607483116402484,101649.0
2015-06-25 16:26:45.925250,29.5,101636,-25.943123221173487,101648.0
2015-06-25 16:27:46.041374,29.5,101640,-26.441397111922523,101634.0
2015-06-25 16:28:46.125119,29.5,101637,-26.690525126355553,101639.0
2015-06-25 16:29:46.241288,29.5,101639,-26.35835311738579,101646.0
2015-06-25 16:30:46.357338,29.5,101639,-24.946503983215663,101634.0
2015-06-25 16:31:46.473438,29.5,101630,-25.943123221173487,101628.0
2015-06-25 16:32:46.589540,29.5,101642,-25.693977344217668,101631.0
2015-06-25 16:33:46.705665,29.5,101636,-25.943123221173487,101639.0
2015-06-25 16:34:46.809120,29.5,101633,-26.85660716177645,101642.0
2015-06-25 16:35:46.881109,29.5,101648,-26.19226314364006,101639.0
2015-06-25 16:36:46.997233,29.5,101637,-26.35835311738579,101633.0
2015-06-25 16:37:47.113303,29.5,101636,-25.610927395290116,101637.0
2015-06-25 16:38:47.229417,29.5,101634,-25.693977344217668,101640.0
2015-06-25 16:39:47.345486,29.5,101637,-25.44482551244777,101645.0
2015-06-25 16:40:47.461578,29.5,101618,-25.19566772555866,101629.0
2015-06-25 16:41:47.577698,29.5,101627,-25.19566772555866,101633.0
2015-06-25 16:42:47.693725,29.5,101634,-25.44482551244777,101633.0
2015-06-25 16:43:47.809120,29.5,101631,-25.36177357851329,101630.0
2015-06-25 16:44:47.925253,29.5,101627,-25.112613806508975,101630.0
2015-06-25 16:45:48.041290,29.5,101627,-25.112613806508975,101620.0
2015-06-25 16:46:48.125118,29.5,101624,-25.610927395290116,101628.0
2015-06-25 16:47:48.241251,29.5,101624,-24.780391512908494,101631.0
2015-06-25 16:48:48.357289,29.5,101627,-25.112613806508975,101640.0
2015-06-25 16:49:48.473394,29.5,101634,-25.44482551244777,101634.0
2015-06-25 16:50:48.589446,29.5,101631,-25.36177357851329,101629.0
2015-06-25 16:51:48.705528,29.5,101633,-25.693977344217668,101630.0
2015-06-25 16:52:48.809131,29.5,101633,-25.19566772555866,101627.0
2015-06-25 16:53:48.925343,29.5,101630,-25.36177357851329,101629.0
2015-06-25 16:54:49.041208,29.5,101621,-25.36177357851329,101626.0
2015-06-25 16:55:49.125116,29.5,101631,-25.112613806508975,101633.0
2015-06-25 16:56:49.241578,29.5,101628,-25.44482551244777,101620.0
2015-06-25 16:57:49.358063,29.5,101621,-24.8634480789425,101627.0
2015-06-25 16:58:49.474604,29.5,101618,-24.8634480789425,101618.0
2015-06-25 16:59:49.591127,29.5,101614,-24.365098755882816,101620.0
2015-06-25 17:00:49.707628,29.6,101632,-25.278720982886867,101623.0
2015-06-25 17:01:49.817131,29.6,101632,-24.53121784411343,101626.0
2015-06-25 17:02:49.933217,29.6,101623,-25.112613806508975,101627.0
2015-06-25 17:03:50.049329,29.6,101621,-24.780391512908494,101627.0
2015-06-25 17:04:50.125120,29.6,101620,-24.53121784411343,101615.0
2015-06-25 17:05:50.241289,29.6,101627,-24.614276395508725,101624.0
2015-06-25 17:06:50.357450,29.6,101621,-24.614276395508725,101624.0
2015-06-25 17:07:50.473556,29.6,101621,-24.53121784411343,101621.0
2015-06-25 17:08:50.589675,29.6,101629,-25.112613806508975,101621.0
2015-06-25 17:09:50.705742,29.6,101627,-25.02955922572798,101623.0
2015-06-25 17:10:50.809120,29.6,101633,-24.8634480789425,101633.0
2015-06-25 17:11:50.881108,29.6,101632,-24.780391512908494,101636.0
2015-06-25 17:12:50.997291,29.6,101630,-25.77702663150249,101620.0
2015-06-25 17:13:51.113351,29.6,101632,-25.77702663150249,101636.0
2015-06-25 17:14:51.229454,29.6,101629,-25.610927395290116,101633.0
2015-06-25 17:15:51.345466,29.7,101633,-26.77356647481354,101632.0
2015-06-25 17:16:51.461549,29.7,101627,-25.278720982886867,101636.0
2015-06-25 17:17:51.577651,29.7,101619,-25.02955922572798,101626.0
2015-06-25 17:18:51.693738,29.7,101633,-24.780391512908494,101633.0
2015-06-25 17:19:51.809117,29.7,101630,-25.610927395290116,101625.0
2015-06-25 17:20:51.925198,29.7,101625,-25.19566772555866,101630.0
2015-06-25 17:21:52.041256,29.7,101623,-24.946503983215663,101634.0
2015-06-25 17:22:52.125118,29.7,101635,-25.02955922572798,101629.0
2015-06-25 17:23:52.241302,29.7,101628,-25.527876784709992,101628.0
2015-06-25 17:24:52.357338,29.7,101639,-25.278720982886867,101628.0
2015-06-25 17:25:52.473396,29.7,101628,-25.278720982886867,101628.0
2015-06-25 17:26:52.589448,29.7,101631,-25.44482551244777,101631.0
2015-06-25 17:27:52.705518,29.7,101619,-24.282038219027807,101623.0
2015-06-25 17:28:52.809125,29.7,101619,-24.780391512908494,101614.0
2015-06-25 17:29:52.925223,29.7,101622,-24.53121784411343,101625.0
2015-06-25 17:30:53.041263,29.7,101622,-24.697334285103796,101623.0
2015-06-25 17:31:53.125119,29.8,101619,-25.19566772555866,101626.0
2015-06-25 17:32:53.241218,29.7,101626,-25.02955922572798,101628.0
2015-06-25 17:33:53.357764,29.8,101616,-24.780391512908494,101631.0
2015-06-25 17:34:53.474254,29.8,101613,-24.946503983215663,101619.0
2015-06-25 17:35:53.590773,29.8,101613,-25.44482551244777,101619.0
2015-06-25 17:36:53.707362,29.8,101626,-24.448158630908075,101620.0
2015-06-25 17:37:53.809118,29.8,101616,-24.448158630908075,101615.0
2015-06-25 17:38:53.925644,29.8,101615,-24.365098755882816,101612.0
2015-06-25 17:39:54.042156,29.8,101619,-24.1159151597498,101612.0
2015-06-25 17:40:54.125111,29.8,101615,-24.1159151597498,101616.0
2015-06-25 17:41:54.241678,29.8,101621,-24.697334285103796,101619.0
2015-06-25 17:42:54.358158,29.8,101619,-24.614276395508725,101618.0
2015-06-25 17:43:54.474610,29.8,101619,-24.614276395508725,101615.0
2015-06-25 17:44:54.533124,29.8,101618,-24.19897702031352,101616.0
2015-06-25 17:45:54.649543,29.8,101605,-23.28526014933239,101607.0
2015-06-25 17:46:54.766127,29.8,101612,-24.19897702031352,101621.0
2015-06-25 17:47:54.881104,29.8,101619,-24.19897702031352,101619.0
2015-06-25 17:48:54.997545,29.8,101607,-24.448158630908075,101622.0
2015-06-25 17:49:55.114156,29.8,101619,-24.946503983215663,101616.0
2015-06-25 17:50:55.230653,29.8,101624,-25.112613806508975,101618.0
2015-06-25 17:51:55.347247,29.8,101619,-24.8634480789425,101612.0
2015-06-25 17:52:55.463719,29.8,101615,-24.1159151597498,101619.0
2015-06-25 17:53:55.580177,29.8,101618,-24.19897702031352,101607.0
2015-06-25 17:54:55.696731,29.9,101625,-24.8634480789425,101627.0
2015-06-25 17:55:55.797112,29.8,101616,-23.949789453005145,101608.0
2015-06-25 17:56:55.913710,29.8,101602,-23.202191007558675,101613.0
2015-06-25 17:57:56.030226,29.8,101598,-23.036050737990465,101599.0
2015-06-25 17:58:56.125117,29.8,101596,-21.956074434373253,101604.0
2015-06-25 17:59:56.241222,29.8,101602,-23.202191007558675,101601.0
2015-06-25 18:00:56.357780,29.8,101604,-23.866725606794684,101601.0
2015-06-25 18:01:56.474219,29.8,101605,-22.952979610186123,101612.0
2015-06-25 18:02:56.590720,29.8,101613,-24.365098755882816,101615.0
2015-06-25 18:03:56.707238,29.8,101612,-23.866725606794684,101616.0
2015-06-25 18:04:56.809122,29.8,101616,-24.19897702031352,101619.0
2015-06-25 18:05:56.925207,29.8,101622,-24.448158630908075,101621.0
2015-06-25 18:06:57.041430,29.8,101613,-24.1159151597498,101619.0
2015-06-25 18:07:57.125114,29.8,101607,-23.534463602789153,101605.0
2015-06-25 18:08:57.241300,29.8,101612,-23.534463602789153,101607.0
2015-06-25 18:09:57.357371,29.9,101599,-23.202191007558675,101612.0
2015-06-25 18:10:57.473178,29.9,101616,-23.949789453005145,101616.0
2015-06-25 18:11:57.589281,29.9,101612,-24.1159151597498,101615.0
2015-06-25 18:12:57.705371,29.9,101613,-23.28526014933239,101616.0
2015-06-25 18:13:57.809122,29.9,101621,-24.365098755882816,101619.0
2015-06-25 18:14:57.925192,29.9,101613,-23.866725606794684,101624.0
2015-06-25 18:15:58.041252,29.9,101613,-23.534463602789153,101615.0
2015-06-25 18:16:58.125119,29.9,101618,-23.534463602789153,101613.0
2015-06-25 18:17:58.241164,29.9,101608,-23.949789453005145,101618.0
2015-06-25 18:18:58.357261,29.9,101591,-22.703762254495306,101598.0
2015-06-25 18:19:58.473284,29.9,101603,-22.703762254495306,101600.0
2015-06-25 18:20:58.589405,29.9,101597,-22.620688478476236,101591.0
2015-06-25 18:21:58.705172,29.9,101592,-22.703762254495306,101594.0
2015-06-25 18:22:58.809122,29.9,101603,-22.952979610186123,101598.0
2015-06-25 18:23:58.881115,29.9,101601,-23.119121203778032,101595.0
2015-06-25 18:24:58.997155,29.9,101600,-22.45453894018108,101607.0
2015-06-25 18:25:59.105130,29.9,101604,-22.371463177875462,101603.0
2015-06-25 18:26:59.221246,29.9,101604,-22.45453894018108,101600.0
2015-06-25 18:27:59.337290,29.9,101597,-22.122231918228017,101589.0
2015-06-25 18:28:59.453382,29.9,101594,-22.620688478476236,101592.0
2015-06-25 18:29:59.569501,29.9,101592,-22.371463177875462,101589.0
2015-06-25 18:30:59.685557,29.9,101591,-22.371463177875462,101595.0
2015-06-25 18:31:59.801683,29.9,101588,-22.205309666908775,101589.0
2015-06-25 18:32:59.917689,29.9,101589,-22.45453894018108,101598.0
2015-06-25 18:34:00.033763,29.9,101591,-22.620688478476236,101597.0
2015-06-25 18:35:00.125117,29.9,101591,-22.869907820335484,101598.0
2015-06-25 18:36:00.241309,29.9,101592,-21.956074434373253,101588.0
2015-06-25 18:37:00.357410,29.9,101597,-21.62375152047414,101580.0
2015-06-25 18:38:00.473206,29.9,101585,-21.45758609023293,101591.0
2015-06-25 18:39:00.589766,29.9,101586,-21.62375152047414,101591.0
2015-06-25 18:40:00.706221,29.9,101588,-22.205309666908775,101591.0
2015-06-25 18:41:00.809116,29.9,101592,-21.706833242259528,101591.0
2015-06-25 18:42:00.925689,29.9,101589,-21.87299469919924,101591.0
2015-06-25 18:43:01.042188,29.9,101592,-22.205309666908775,101582.0
2015-06-25 18:44:01.125119,29.9,101585,-22.371463177875462,101588.0
2015-06-25 18:45:01.241201,29.9,101588,-22.122231918228017,101588.0
2015-06-25 18:46:01.357288,29.9,101586,-21.956074434373253,101591.0
2015-06-25 18:47:01.473455,29.9,101588,-21.956074434373253,101586.0
2015-06-25 18:48:01.589497,29.9,101586,-22.205309666908775,101592.0
2015-06-25 18:49:01.705661,29.9,101595,-22.371463177875462,101592.0
2015-06-25 18:50:01.809118,29.9,101588,-21.62375152047414,101585.0
2015-06-25 18:51:01.925078,30.0,101591,-21.956074434373253,101588.0
2015-06-25 18:52:02.041180,29.9,101589,-22.122231918228017,101589.0
2015-06-25 18:53:02.125116,29.9,101603,-22.371463177875462,101600.0
2015-06-25 18:54:02.241223,29.9,101589,-22.122231918228017,101595.0
2015-06-25 18:55:02.357249,29.9,101588,-21.62375152047414,101589.0
2015-06-25 18:56:02.473281,29.9,101597,-22.620688478476236,101600.0
2015-06-25 18:57:02.589396,29.9,101586,-22.45453894018108,101597.0
2015-06-25 18:58:02.705422,29.9,101598,-22.45453894018108,101598.0
2015-06-25 18:59:02.809125,30.0,101598,-22.620688478476236,101606.0
2015-06-25 19:00:02.881107,29.9,101600,-22.869907820335484,101591.0
2015-06-25 19:01:02.997264,29.9,101595,-22.371463177875462,101600.0
2015-06-25 19:02:03.113284,29.9,101600,-22.371463177875462,101598.0
2015-06-25 19:03:03.229205,30.0,101600,-22.45453894018108,101595.0
2015-06-25 19:04:03.345205,30.0,101592,-22.703762254495306,101600.0
2015-06-25 19:05:03.461245,30.0,101601,-22.620688478476236,101601.0
2015-06-25 19:06:03.577321,30.0,101603,-22.703762254495306,101607.0
2015-06-25 19:07:03.681128,30.0,101592,-22.205309666908775,101589.0
2015-06-25 19:08:03.797068,30.0,101594,-21.956074434373253,101598.0
2015-06-25 19:09:03.913169,30.0,101600,-22.45453894018108,101600.0
2015-06-25 19:10:04.029198,30.0,101588,-22.371463177875462,101589.0
2015-06-25 19:11:04.125114,30.0,101595,-22.703762254495306,101600.0
2015-06-25 19:12:04.241271,30.0,101603,-23.119121203778032,101601.0
2015-06-25 19:13:04.357281,30.0,101600,-22.952979610186123,101592.0
2015-06-25 19:14:04.473358,30.0,101601,-22.45453894018108,101604.0
2015-06-25 19:15:04.589407,30.0,101603,-23.202191007558675,101614.0
2015-06-25 19:16:04.705478,30.0,101606,-23.451396446947626,101598.0
2015-06-25 19:17:04.809132,30.0,101603,-24.1159151597498,101609.0
2015-06-25 19:18:04.925260,30.0,101607,-23.36832862912871,101601.0
2015-06-25 19:19:05.041373,30.0,101607,-22.952979610186123,101606.0
2015-06-25 19:20:05.157202,30.0,101606,-23.61753009669265,101606.0
2015-06-25 19:21:05.273601,30.0,101601,-22.869907820335484,101594.0
2015-06-25 19:22:05.390129,30.0,101604,-22.45453894018108,101607.0
2015-06-25 19:23:05.506661,30.0,101606,-23.36832862912871,101609.0
2015-06-25 19:24:05.623188,30.0,101612,-24.282038219027807,101606.0
2015-06-25 19:25:05.739592,30.0,101618,-24.1159151597498,101612.0
2015-06-25 19:26:05.809114,30.0,101615,-23.451396446947626,101617.0
2015-06-25 19:27:05.913134,30.0,101614,-23.866725606794684,101600.0
2015-06-25 19:28:06.029287,30.0,101607,-23.202191007558675,101607.0
2015-06-25 19:29:06.137111,30.0,101618,-23.451396446947626,101614.0
2015-06-25 19:30:06.253211,30.0,101615,-24.032852637316957,101607.0
2015-06-25 19:31:06.369228,30.0,101600,-23.119121203778032,101600.0
2015-06-25 19:32:06.485293,30.0,101598,-22.620688478476236,101603.0
2015-06-25 19:33:06.601388,30.0,101597,-22.869907820335484,101606.0
2015-06-25 19:34:06.717279,30.0,101599,-23.036050737990465,101600.0
2015-06-25 19:35:06.809125,30.0,101597,-22.537614040371494,101594.0
2015-06-25 19:36:06.881111,30.0,101604,-23.202191007558675,101597.0
2015-06-25 19:37:06.997149,30.0,101612,-23.866725606794684,101600.0
2015-06-25 19:38:07.113253,30.0,101607,-23.119121203778032,101604.0
2015-06-25 19:39:07.229256,30.0,101597,-22.786835368448386,101600.0
2015-06-25 19:40:07.345321,30.0,101607,-24.282038219027807,101603.0
2015-06-25 19:41:07.461282,30.0,101602,-22.620688478476236,101600.0
2015-06-25 19:42:07.577332,30.0,101600,-22.869907820335484,101603.0
2015-06-25 19:43:07.693411,30.0,101600,-23.36832862912871,101609.0
2015-06-25 19:44:07.809203,30.0,101597,-23.119121203778032,101597.0
2015-06-25 19:45:07.925221,30.1,101600,-22.288386753454642,101596.0
2015-06-25 19:46:08.041286,30.0,101600,-22.288386753454642,101596.0
2015-06-25 19:47:08.137113,30.0,101585,-22.039153507382846,101593.0
2015-06-25 19:48:08.253207,30.1,101596,-22.786835368448386,101599.0
2015-06-25 19:49:08.369674,30.0,101606,-22.869907820335484,101603.0
2015-06-25 19:50:08.486166,30.0,101600,-22.620688478476236,101606.0
2015-06-25 19:51:08.602648,30.0,101602,-22.371463177875462,101603.0
2015-06-25 19:52:08.719107,30.0,101609,-23.36832862912871,101608.0
2015-06-25 19:53:08.809119,30.0,101599,-23.451396446947626,101606.0
2015-06-25 19:54:08.925222,30.0,101609,-23.28526014933239,101602.0
2015-06-25 19:55:09.041672,30.1,101613,-23.28526014933239,101609.0
2015-06-25 19:56:09.137112,30.1,101609,-23.036050737990465,101596.0
2015-06-25 19:57:09.253214,30.0,101603,-23.036050737990465,101609.0
2015-06-25 19:58:09.369719,30.1,101602,-23.949789453005145,101605.0
2015-06-25 19:59:09.486177,30.0,101605,-23.61753009669265,101617.0
2015-06-25 20:00:09.602747,30.0,101605,-23.036050737990465,101603.0
2015-06-25 20:01:09.719242,30.0,101608,-23.036050737990465,101603.0
2015-06-25 20:02:09.809122,30.1,101605,-23.119121203778032,101605.0
2015-06-25 20:03:09.925579,30.1,101613,-24.282038219027807,101620.0
2015-06-25 20:04:10.042121,30.1,101609,-23.36832862912871,101616.0
2015-06-25 20:05:10.137117,30.1,101609,-23.28526014933239,101606.0
2015-06-25 20:06:10.253680,30.0,101609,-24.032852637316957,101616.0
2015-06-25 20:07:10.370234,30.1,101605,-23.36832862912871,101614.0
2015-06-25 20:08:10.486793,30.1,101613,-23.61753009669265,101613.0
2015-06-25 20:09:10.603331,30.0,101609,-23.866725606794684,101617.0
2015-06-25 20:10:10.719793,30.0,101618,-23.36832862912871,101605.0
2015-06-25 20:11:10.817118,30.0,101609,-24.1159151597498,101618.0
2015-06-25 20:12:10.881109,30.0,101618,-24.53121784411343,101614.0
2015-06-25 20:13:10.997224,30.1,101615,-24.1159151597498,101605.0
2015-06-25 20:14:11.113739,30.1,101613,-23.534463602789153,101620.0
2015-06-25 20:15:11.230295,30.1,101616,-24.448158630908075,101609.0
2015-06-25 20:16:11.346744,30.1,101620,-24.8634480789425,101617.0
2015-06-25 20:17:11.463355,30.1,101609,-24.032852637316957,101609.0
2015-06-25 20:18:11.579976,30.1,101617,-24.448158630908075,101619.0
2015-06-25 20:19:11.696399,30.1,101613,-24.282038219027807,101620.0
2015-06-25 20:20:11.812843,30.1,101609,-24.032852637316957,101623.0
2015-06-25 20:21:11.929221,30.0,101608,-23.949789453005145,101619.0
2015-06-25 20:22:12.045805,30.1,101617,-23.61753009669265,101619.0
2015-06-25 20:23:12.137115,30.0,101613,-23.36832862912871,101616.0
2015-06-25 20:24:12.253222,30.1,101621,-24.1159151597498,101626.0
2015-06-25 20:25:12.369751,30.0,101626,-24.1159151597498,101620.0
2015-06-25 20:26:12.486301,30.1,101623,-24.365098755882816,101617.0
2015-06-25 20:27:12.602865,30.0,101620,-24.365098755882816,101619.0
2015-06-25 20:28:12.719368,30.0,101621,-24.614276395508725,101629.0
2015-06-25 20:29:12.835949,30.0,101615,-24.282038219027807,101621.0
2015-06-25 20:30:12.952324,30.1,101623,-24.032852637316957,101620.0
2015-06-25 20:31:13.068868,30.1,101609,-24.1159151597498,101609.0
2015-06-25 20:32:13.185237,30.1,101614,-24.282038219027807,101617.0
2015-06-25 20:33:13.301717,30.1,101608,-24.19897702031352,101603.0
2015-06-25 20:34:13.418287,30.1,101603,-23.119121203778032,101608.0
2015-06-25 20:35:13.534805,30.1,101606,-23.119121203778032,101606.0
2015-06-25 20:36:13.651345,30.0,101602,-23.534463602789153,101605.0
2015-06-25 20:37:13.767812,30.0,101608,-23.28526014933239,101603.0
2015-06-25 20:38:13.884271,30.0,101597,-22.869907820335484,101605.0
2015-06-25 20:39:14.000790,30.0,101614,-23.866725606794684,101607.0
2015-06-25 20:40:14.117230,30.0,101609,-23.451396446947626,101606.0
2015-06-25 20:41:14.233797,30.0,101607,-24.032852637316957,101606.0
2015-06-25 20:42:14.350259,30.0,101623,-24.032852637316957,101623.0
2015-06-25 20:43:14.466853,30.0,101609,-23.451396446947626,101621.0
2015-06-25 20:44:14.583396,30.0,101618,-24.780391512908494,101626.0
2015-06-25 20:45:14.699862,30.0,101609,-23.202191007558675,101609.0
2015-06-25 20:46:14.809118,30.0,101615,-23.61753009669265,101603.0
2015-06-25 20:47:14.881107,30.0,101603,-23.61753009669265,101621.0
2015-06-25 20:48:14.997520,30.0,101606,-24.282038219027807,101613.0
2015-06-25 20:49:15.114128,30.0,101613,-23.949789453005145,101608.0
2015-06-25 20:50:15.230621,30.0,101605,-23.451396446947626,101606.0
2015-06-25 20:51:15.347093,30.0,101609,-24.53121784411343,101612.0
2015-06-25 20:52:15.463608,30.0,101612,-23.119121203778032,101600.0
2015-06-25 20:53:15.580038,30.0,101606,-23.119121203778032,101617.0
2015-06-25 20:54:15.696498,30.0,101604,-23.036050737990465,101603.0
2015-06-25 20:55:15.809122,30.0,101599,-22.537614040371494,101596.0
2015-06-25 20:56:15.925720,30.0,101600,-23.202191007558675,101605.0
2015-06-25 20:57:16.042217,30.0,101599,-23.119121203778032,101603.0
2015-06-25 20:58:16.137119,30.0,101597,-22.786835368448386,101604.0
2015-06-25 20:59:16.253216,30.0,101594,-22.537614040371494,101597.0
2015-06-25 21:00:16.369268,30.0,101600,-23.036050737990465,101607.0
2015-06-25 21:01:16.485334,30.0,101606,-22.620688478476236,101604.0
2015-06-25 21:02:16.601434,30.0,101607,-23.202191007558675,101606.0
2015-06-25 21:03:16.717217,30.0,101612,-23.866725606794684,101603.0
2015-06-25 21:04:16.817114,30.0,101614,-23.451396446947626,101614.0
2015-06-25 21:05:16.933574,30.0,101603,-23.119121203778032,101601.0
2015-06-25 21:06:17.050201,30.0,101607,-22.703762254495306,101607.0
2015-06-25 21:07:17.137113,30.0,101597,-22.952979610186123,101600.0
2015-06-25 21:08:17.253591,30.0,101594,-22.122231918228017,101595.0
2015-06-25 21:09:17.370101,30.0,101597,-23.202191007558675,101600.0
2015-06-25 21:10:17.486599,30.0,101588,-21.87299469919924,101594.0
2015-06-25 21:11:17.603027,30.0,101590,-22.039153507382846,101588.0
2015-06-25 21:12:17.719577,30.0,101582,-22.122231918228017,101591.0
2015-06-25 21:13:17.809118,30.0,101591,-22.537614040371494,101590.0
2015-06-25 21:14:17.925585,30.0,101585,-22.122231918228017,101594.0
2015-06-25 21:15:18.042121,30.0,101596,-22.039153507382846,101591.0
2015-06-25 21:16:18.137140,30.0,101598,-22.45453894018108,101601.0
2015-06-25 21:17:18.253701,30.0,101593,-21.87299469919924,101594.0
2015-06-25 21:18:18.370305,30.0,101590,-22.039153507382846,101591.0
2015-06-25 21:19:18.486867,30.0,101582,-21.291418011009217,101579.0
2015-06-25 21:20:18.603206,30.0,101585,-22.039153507382846,101582.0
2015-06-25 21:21:18.719717,30.0,101588,-22.288386753454642,101588.0
2015-06-25 21:22:18.809123,30.0,101591,-21.540669136475117,101581.0
2015-06-25 21:23:18.881115,30.0,101582,-21.62375152047414,101584.0
2015-06-25 21:24:18.997323,30.0,101581,-22.122231918228017,101587.0
